uncomp,,,,,,comp,,,,,,sczcopy,,,,,
Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte,Packet size,cum_mcycles,cum_minstret,mcycles,minstret,cycle/byte
47424,1129338794,1129337120,3039588,3039588,64.09387652,47424,1712651027,1712656523,4608224,4608224,97.17071525,47424,1143696407,1143694752,3058964,3058964,64.50244602
47488,1132382478,1132380804,3043684,3043684,64.09375,47488,1717265459,1717270955,4614432,4614432,97.17048518,47488,1146759467,1146757812,3063060,3063060,64.50176887
47552,1135430258,1135428584,3047780,3047780,64.09362382,47552,1721886099,1721891595,4620640,4620640,97.17025572,47552,1149826623,1149824968,3067156,3067156,64.50109354
47616,1138482134,1138480460,3051876,3051876,64.09349798,47616,1726512947,1726518443,4626848,4626848,97.17002688,47616,1152897875,1152896220,3071252,3071252,64.50042003
47680,1141538106,1141536432,3055972,3055972,64.09337248,47680,1731146003,1731151499,4633056,4633056,97.16979866,47680,1155973223,1155971568,3075348,3075348,64.49974832
47744,1144598174,1144596500,3060068,3060068,64.09324732,47744,1735785267,1735790763,4639264,4639264,97.16957105,47744,1159052667,1159051012,3079444,3079444,64.49907842
47808,1147662338,1147660664,3064164,3064164,64.09312249,47808,1740430739,1740436235,4645472,4645472,97.16934404,47808,1162136207,1162134552,3083540,3083540,64.49841031
47872,1150730598,1150728924,3068260,3068260,64.09299799,47872,1745082419,1745087915,4651680,4651680,97.16911765,47872,1165223843,1165222188,3087636,3087636,64.49774398
47936,1153802954,1153801280,3072356,3072356,64.09287383,47936,1749740307,1749745803,4657888,4657888,97.16889186,47936,1168315575,1168313920,3091732,3091732,64.49707944
48000,1156879406,1156877732,3076452,3076452,64.09275,48000,1754404403,1754409899,4664096,4664096,97.16866667,48000,1171411403,1171409748,3095828,3095828,64.49641667
48064,1159959954,1159958280,3080548,3080548,64.0926265,48064,1759074707,1759080203,4670304,4670304,97.16844208,48064,1174511327,1174509672,3099924,3099924,64.49575566
48128,1163044598,1163042924,3084644,3084644,64.09250332,48128,1763751219,1763756715,4676512,4676512,97.16821809,48128,1177615347,1177613692,3104020,3104020,64.49509641
48192,1166133338,1166131664,3088740,3088740,64.09238048,48192,1768433939,1768439435,4682720,4682720,97.16799469,48192,1180723463,1180721808,3108116,3108116,64.49443891
48256,1169226174,1169224500,3092836,3092836,64.09225796,48256,1773122867,1773128363,4688928,4688928,97.16777188,48256,1183835675,1183834020,3112212,3112212,64.49378316
48320,1172323106,1172321432,3096932,3096932,64.09213576,48320,1777818003,1777823499,4695136,4695136,97.16754967,48320,1186951983,1186950328,3116308,3116308,64.49312914
48384,1175424134,1175422460,3101028,3101028,64.09201389,48384,1782519347,1782526217,4701344,4702718,97.16732804,48384,1190072387,1190070732,3120404,3120404,64.49247685
48448,1178529258,1178527584,3105124,3105124,64.09189234,48448,1787226899,1787233769,4707552,4707552,97.167107,48448,1193196887,1193195232,3124500,3124500,64.49182629
48512,1181638478,1181636804,3109220,3109220,64.09177111,48512,1791940659,1791947529,4713760,4713760,97.16688654,48512,1196325483,1196323828,3128596,3128596,64.49117744
48576,1184751794,1184750120,3113316,3113316,64.0916502,48576,1796660627,1796667497,4719968,4719968,97.16666667,48576,1199458175,1199456520,3132692,3132692,64.4905303
48640,1187869206,1187867532,3117412,3117412,64.09152961,48640,1801386803,1801393673,4726176,4726176,97.16644737,48640,1202594963,1202593308,3136788,3136788,64.48988487
48704,1190990714,1190989040,3121508,3121508,64.09140933,48704,1806119187,1806126057,4732384,4732384,97.16622865,48704,1205735847,1205734192,3140884,3140884,64.48924113
48768,1194116318,1194114644,3125604,3125604,64.09128937,48768,1810857779,1810864649,4738592,4738592,97.1660105,48768,1208880827,1208879172,3144980,3144980,64.48859908
48832,1197246018,1197244344,3129700,3129700,64.09116972,48832,1815602579,1815609449,4744800,4744800,97.16579292,48832,1212029903,1212028248,3149076,3149076,64.48795872
48896,1200379814,1200378140,3133796,3133796,64.09105039,48896,1820353587,1820360457,4751008,4751008,97.16557592,48896,1215183075,1215181420,3153172,3153172,64.48732003
48960,1203517706,1203516032,3137892,3137892,64.09093137,48960,1825110803,1825117673,4757216,4757216,97.16535948,48960,1218340343,1218338688,3157268,3157268,64.48668301
49024,1206659694,1206658020,3141988,3141988,64.09081266,49024,1829874227,1829881097,4763424,4763424,97.1651436,49024,1221501707,1221500052,3161364,3161364,64.48604765
49088,1209805778,1209804104,3146084,3146084,64.09069426,49088,1834643859,1834650729,4769632,4769632,97.16492829,49088,1224667167,1224665512,3165460,3165460,64.48541395
49152,1212955958,1212954284,3150180,3150180,64.09057617,49152,1839419699,1839426569,4775840,4775840,97.16471354,49152,1227836723,1227835068,3169556,3169556,64.4847819
49216,1216110234,1216108560,3154276,3154276,64.09045839,49216,1844201747,1844208617,4782048,4782048,97.16449935,49216,1231010375,1231008720,3173652,3173652,64.4841515
49280,1219268606,1219266932,3158372,3158372,64.09034091,49280,1848990003,1848996873,4788256,4788256,97.16428571,49280,1234188123,1234186468,3177748,3177748,64.48352273
49344,1222431074,1222429400,3162468,3162468,64.09022374,49344,1853784467,1853791337,4794464,4794464,97.16407263,49344,1237369967,1237368312,3181844,3181844,64.48289559
49408,1225597638,1225595964,3166564,3166564,64.09010687,49408,1858585139,1858592009,4800672,4800672,97.1638601,49408,1240555907,1240554252,3185940,3185940,64.48227008
49472,1228768298,1228766624,3170660,3170660,64.0899903,49472,1863392019,1863398889,4806880,4806880,97.16364812,49472,1243745943,1243744288,3190036,3190036,64.48164618
49536,1231943054,1231941380,3174756,3174756,64.08987403,49536,1868205107,1868211977,4813088,4813088,97.16343669,49536,1246940075,1246938420,3194132,3194132,64.4810239
49600,1235121906,1235120232,3178852,3178852,64.08975806,49600,1873024403,1873031273,4819296,4819296,97.16322581,49600,1250138303,1250136648,3198228,3198228,64.48040323
49664,1238304854,1238303180,3182948,3182948,64.0896424,49664,1877849907,1877856777,4825504,4825504,97.16301546,49664,1253340627,1253338972,3202324,3202324,64.47978415
49728,1241491898,1241490224,3187044,3187044,64.08952703,49728,1882681619,1882688489,4831712,4831712,97.16280566,49728,1256547047,1256545392,3206420,3206420,64.47916667
49792,1244683038,1244681364,3191140,3191140,64.08941195,49792,1887519539,1887526409,4837920,4837920,97.1625964,49792,1259757563,1259755908,3210516,3210516,64.47855077
49856,1247878274,1247876600,3195236,3195236,64.08929718,49856,1892363667,1892370537,4844128,4844128,97.16238768,49856,1262972175,1262970520,3214612,3214612,64.47793646
49920,1251077606,1251075932,3199332,3199332,64.08918269,49920,1897214003,1897220873,4850336,4850336,97.16217949,49920,1266190883,1266189228,3218708,3218708,64.47732372
49984,1254281034,1254279360,3203428,3203428,64.0890685,49984,1902070547,1902077417,4856544,4856544,97.16197183,49984,1269413687,1269412032,3222804,3222804,64.47671255
50048,1257488558,1257486884,3207524,3207524,64.0889546,50048,1906933299,1906940169,4862752,4862752,97.16176471,50048,1272640587,1272638932,3226900,3226900,64.47610294
50112,1260700178,1260698504,3211620,3211620,64.088841,50112,1911802259,1911809129,4868960,4868960,97.16155811,50112,1275871583,1275869928,3230996,3230996,64.47549489
50176,1263915894,1263914220,3215716,3215716,64.08872768,50176,1916677427,1916684297,4875168,4875168,97.16135204,50176,1279106675,1279105020,3235092,3235092,64.47488839
50240,1267135706,1267134032,3219812,3219812,64.08861465,50240,1921558803,1921565673,4881376,4881376,97.1611465,50240,1282345863,1282344208,3239188,3239188,64.47428344
50304,1270359614,1270357940,3223908,3223908,64.08850191,50304,1926446387,1926453257,4887584,4887584,97.16094148,50304,1285589147,1285587492,3243284,3243284,64.47368003
50368,1273587618,1273585944,3228004,3228004,64.08838945,50368,1931340179,1931347049,4893792,4893792,97.16073698,50368,1288836527,1288834872,3247380,3247380,64.47307814
50432,1276819718,1276818044,3232100,3232100,64.08827728,50432,1936240179,1936247049,4900000,4900000,97.16053299,50432,1292088003,1292086348,3251476,3251476,64.47247779
50496,1280055914,1280054240,3236196,3236196,64.0881654,50496,1941146387,1941153257,4906208,4906208,97.16032953,50496,1295343575,1295341920,3255572,3255572,64.47187896
50560,1283296206,1283294532,3240292,3240292,64.0880538,50560,1946060177,1946065673,4913790,4912416,97.18730222,50560,1298603243,1298601588,3259668,3259668,64.47128165
50624,1286540594,1286538920,3244388,3244388,64.08794248,50624,1950978801,1950984297,4918624,4918624,97.15992415,50624,1301867007,1301865352,3263764,3263764,64.47068584
50688,1289789078,1289787404,3248484,3248484,64.08783144,50688,1955903633,1955909129,4924832,4924832,97.15972222,50688,1305134867,1305133212,3267860,3267860,64.47009154
50752,1293041658,1293039984,3252580,3252580,64.08772068,50752,1960834673,1960840169,4931040,4931040,97.15952081,50752,1308406823,1308405168,3271956,3271956,64.46949874
50816,1296298334,1296296660,3256676,3256676,64.0876102,50816,1965771921,1965777417,4937248,4937248,97.1593199,50816,1311682875,1311681220,3276052,3276052,64.46890743
50880,1299559106,1299557432,3260772,3260772,64.0875,50880,1970715377,1970720873,4943456,4943456,97.1591195,50880,1314963023,1314961368,3280148,3280148,64.46831761
50944,1302823974,1302822300,3264868,3264868,64.08739008,50944,1975665041,1975670537,4949664,4949664,97.1589196,50944,1318247267,1318245612,3284244,3284244,64.46772927
51008,1306092938,1306091264,3268964,3268964,64.08728043,51008,1980620913,1980626409,4955872,4955872,97.1587202,51008,1321535607,1321533952,3288340,3288340,64.46714241
51072,1309365998,1309364324,3273060,3273060,64.08717105,51072,1985582993,1985588489,4962080,4962080,97.1585213,51072,1324828043,1324826388,3292436,3292436,64.46655702
51136,1312643154,1312641480,3277156,3277156,64.08706195,51136,1990551281,1990556777,4968288,4968288,97.1583229,51136,1328124575,1328122920,3296532,3296532,64.46597309
51200,1315924406,1315922732,3281252,3281252,64.08695313,51200,1995525777,1995531273,4974496,4974496,97.158125,51200,1331425203,1331423548,3300628,3300628,64.46539063
51264,1319209754,1319208080,3285348,3285348,64.08684457,51264,2000506481,2000511977,4980704,4980704,97.15792759,51264,1334729927,1334728272,3304724,3304724,64.46480961
51328,1322499198,1322497524,3289444,3289444,64.08673628,51328,2005493393,2005498889,4986912,4986912,97.15773067,51328,1338038747,1338037092,3308820,3308820,64.46423005
51392,1325792738,1325791064,3293540,3293540,64.08662827,51392,2010486513,2010492009,4993120,4993120,97.15753425,51392,1341351663,1341350008,3312916,3312916,64.46365193
51456,1329090374,1329088700,3297636,3297636,64.08652052,51456,2015485841,2015491337,4999328,4999328,97.15733831,51456,1344668675,1344667020,3317012,3317012,64.46307525
51520,1332393472,1332390432,3303098,3301732,64.11292702,51520,2020491377,2020496873,5005536,5005536,97.15714286,51520,1347989783,1347988128,3321108,3321108,64.4625
51584,1335699300,1335696260,3305828,3305828,64.08630583,51584,2025503121,2025508617,5011744,5011744,97.15694789,51584,1351314987,1351313332,3325204,3325204,64.46192618
51648,1339009224,1339006184,3309924,3309924,64.08619888,51648,2030521073,2030526569,5017952,5017952,97.15675341,51648,1354645661,1354642632,3330674,3329300,64.48795694
51712,1342323244,1342320204,3314020,3314020,64.0860922,51712,2035545233,2035550729,5024160,5024160,97.15655941,51712,1357979057,1357976028,3333396,3333396,64.4607828
51776,1345641360,1345638320,3318116,3318116,64.08598578,51776,2040575601,2040581097,5030368,5030368,97.15636588,51776,1361316549,1361313520,3337492,3337492,64.46021323
51840,1348963572,1348960532,3322212,3322212,64.08587963,51840,2045612177,2045617673,5036576,5036576,97.15617284,51840,1364658137,1364655108,3341588,3341588,64.45964506
51904,1352289880,1352286840,3326308,3326308,64.08577374,51904,2050654961,2050660457,5042784,5042784,97.15598027,51904,1368003821,1368000792,3345684,3345684,64.4590783
51968,1355620284,1355617244,3330404,3330404,64.0856681,51968,2055703953,2055709449,5048992,5048992,97.15578818,51968,1371353601,1371350572,3349780,3349780,64.45851293
52032,1358954784,1358951744,3334500,3334500,64.08556273,52032,2060759153,2060764649,5055200,5055200,97.15559656,52032,1374707477,1374704448,3353876,3353876,64.45794895
52096,1362293380,1362290340,3338596,3338596,64.08545762,52096,2065820561,2065826057,5061408,5061408,97.15540541,52096,1378065449,1378062420,3357972,3357972,64.45738636
52160,1365636072,1365633032,3342692,3342692,64.08535276,52160,2070888177,2070893673,5067616,5067616,97.15521472,52160,1381427517,1381424488,3362068,3362068,64.45682515
52224,1368982860,1368979820,3346788,3346788,64.08524816,52224,2075962001,2075967497,5073824,5073824,97.15502451,52224,1384793681,1384790652,3366164,3366164,64.45626532
52288,1372333744,1372330704,3350884,3350884,64.08514382,52288,2081042033,2081047529,5080032,5080032,97.15483476,52288,1388163941,1388160912,3370260,3370260,64.45570685
52352,1375688724,1375685684,3354980,3354980,64.08503973,52352,2086128273,2086133769,5086240,5086240,97.15464548,52352,1391538297,1391535268,3374356,3374356,64.45514976
52416,1379047800,1379044760,3359076,3359076,64.0849359,52416,2091220721,2091226217,5092448,5092448,97.15445665,52416,1394916749,1394913720,3378452,3378452,64.45459402
52480,1382410972,1382407932,3363172,3363172,64.08483232,52480,2096319377,2096324873,5098656,5098656,97.15426829,52480,1398299297,1398296268,3382548,3382548,64.45403963
52544,1385778240,1385775200,3367268,3367268,64.08472899,52544,2101424241,2101431111,5104864,5106238,97.15408039,52544,1401685941,1401682912,3386644,3386644,64.4534866
52608,1389149604,1389146564,3371364,3371364,64.08462591,52608,2106535313,2106542183,5111072,5111072,97.15389294,52608,1405076681,1405073652,3390740,3390740,64.45293491
52672,1392525064,1392522024,3375460,3375460,64.08452309,52672,2111652593,2111659463,5117280,5117280,97.15370595,52672,1408471517,1408468488,3394836,3394836,64.45238457
52736,1395904620,1395901580,3379556,3379556,64.08442051,52736,2116776081,2116782951,5123488,5123488,97.15351942,52736,1411870449,1411867420,3398932,3398932,64.45183556
52800,1399288272,1399285232,3383652,3383652,64.08431818,52800,2121905777,2121912647,5129696,5129696,97.15333333,52800,1415273477,1415270448,3403028,3403028,64.45128788
52864,1402676020,1402672980,3387748,3387748,64.0842161,52864,2127041681,2127048551,5135904,5135904,97.1531477,52864,1418680601,1418677572,3407124,3407124,64.45074153
52928,1406067864,1406064824,3391844,3391844,64.08411427,52928,2132183793,2132190663,5142112,5142112,97.15296252,52928,1422091821,1422088792,3411220,3411220,64.45019649
52992,1409463804,1409460764,3395940,3395940,64.08401268,52992,2137332113,2137338983,5148320,5148320,97.15277778,52992,1425507137,1425504108,3415316,3415316,64.44965278
53056,1412863840,1412860800,3400036,3400036,64.08391134,53056,2142486641,2142493511,5154528,5154528,97.15259349,53056,1428926549,1428923520,3419412,3419412,64.44911037
53120,1416267972,1416264932,3404132,3404132,64.08381024,53120,2147647377,2147654247,5160736,5160736,97.15240964,53120,1432350057,1432347028,3423508,3423508,64.44856928
53184,1419676200,1419673160,3408228,3408228,64.08370939,53184,2152814321,2152821191,5166944,5166944,97.15222623,53184,1435777661,1435774632,3427604,3427604,64.44802948
53248,1423088524,1423085484,3412324,3412324,64.08360877,53248,2157987473,2157994343,5173152,5173152,97.15204327,53248,1439209361,1439206332,3431700,3431700,64.44749099
53312,1426504944,1426501904,3416420,3416420,64.0835084,53312,2163166833,2163173703,5179360,5179360,97.15186074,53312,1442645157,1442642128,3435796,3435796,64.44695378
53376,1429925460,1429922420,3420516,3420516,64.08340827,53376,2168352401,2168359271,5185568,5185568,97.15167866,53376,1446085049,1446082020,3439892,3439892,64.44641787
53440,1433350072,1433347032,3424612,3424612,64.08330838,53440,2173544177,2173551047,5191776,5191776,97.15149701,53440,1449529037,1449526008,3443988,3443988,64.44588323
53504,1436778780,1436775740,3428708,3428708,64.08320873,53504,2178742161,2178749031,5197984,5197984,97.15131579,53504,1452977121,1452974092,3448084,3448084,64.44534988
53568,1440211584,1440208544,3432804,3432804,64.08310932,53568,2183946353,2183953223,5204192,5204192,97.15113501,53568,1456429301,1456426272,3452180,3452180,64.4448178
53632,1443648484,1443645444,3436900,3436900,64.08301014,53632,2189156753,2189163623,5210400,5210400,97.15095465,53632,1459885577,1459882548,3456276,3456276,64.44428699
53696,1447089480,1447086440,3440996,3440996,64.0829112,53696,2194373361,2194380231,5216608,5216608,97.15077473,53696,1463345949,1463342920,3460372,3460372,64.44375745
53760,1450534572,1450531532,3445092,3445092,64.0828125,53760,2199596177,2199603047,5222816,5222816,97.15059524,53760,1466810417,1466807388,3464468,3464468,64.44322917
53824,1453983760,1453980720,3449188,3449188,64.08271403,53824,2204825201,2204832071,5229024,5229024,97.15041617,53824,1470278981,1470275952,3468564,3468564,64.44270214
53888,1457437044,1457434004,3453284,3453284,64.0826158,53888,2210060433,2210067303,5235232,5235232,97.15023753,53888,1473751641,1473748612,3472660,3472660,64.44217637
53952,1460894424,1460891384,3457380,3457380,64.08251779,53952,2215301873,2215308743,5241440,5241440,97.15005931,53952,1477228397,1477225368,3476756,3476756,64.44165184
54016,1464355900,1464352860,3461476,3461476,64.08242002,54016,2220549521,2220556391,5247648,5247648,97.14988152,54016,1480709249,1480706220,3480852,3480852,64.44112855
54080,1467821472,1467818432,3465572,3465572,64.08232249,54080,2225803377,2225810247,5253856,5253856,97.14970414,54080,1484194197,1484191168,3484948,3484948,64.44060651
54144,1471291140,1471288100,3469668,3469668,64.08222518,54144,2231063441,2231070311,5260064,5260064,97.14952719,54144,1487683241,1487680212,3489044,3489044,64.4400857
54208,1474764904,1474761864,3473764,3473764,64.0821281,54208,2236329713,2236336583,5266272,5266272,97.14935065,54208,1491176381,1491173352,3493140,3493140,64.43956612
54272,1478242764,1478239724,3477860,3477860,64.08203125,54272,2241602193,2241609063,5272480,5272480,97.14917453,54272,1494673617,1494670588,3497236,3497236,64.43904776
54336,1481724720,1481721680,3481956,3481956,64.08193463,54336,2246880881,2246887751,5278688,5278688,97.14899882,54336,1498174949,1498171920,3501332,3501332,64.43853062
54400,1485210772,1485207732,3486052,3486052,64.08183824,54400,2252165777,2252172647,5284896,5284896,97.14882353,54400,1501680377,1501677348,3505428,3505428,64.43801471
54464,1488700920,1488697880,3490148,3490148,64.08174207,54464,2257456881,2257463751,5291104,5291104,97.14864865,54464,1505189901,1505186872,3509524,3509524,64.4375
54528,1492195164,1492192124,3494244,3494244,64.08164613,54528,2262755567,2262761063,5298686,5297312,97.17367224,54528,1508703521,1508700492,3513620,3513620,64.4369865
54592,1495693504,1495690464,3498340,3498340,64.08155041,54592,2268059087,2268064583,5303520,5303520,97.14830012,54592,1512221237,1512218208,3517716,3517716,64.43647421
54656,1499195940,1499192900,3502436,3502436,64.08145492,54656,2273368815,2273374311,5309728,5309728,97.14812646,54656,1515743049,1515740020,3521812,3521812,64.43596311
54720,1502702472,1502699432,3506532,3506532,64.08135965,54720,2278684751,2278690247,5315936,5315936,97.14795322,54720,1519268957,1519265928,3525908,3525908,64.43545322
54784,1506213100,1506210060,3510628,3510628,64.0812646,54784,2284006895,2284012391,5322144,5322144,97.14778037,54784,1522798961,1522795932,3530004,3530004,64.43494451
54848,1509727824,1509724784,3514724,3514724,64.08116978,54848,2289335247,2289340743,5328352,5328352,97.14760793,54848,1526333061,1526330032,3534100,3534100,64.43443699
54912,1513246644,1513243604,3518820,3518820,64.08107517,54912,2294669807,2294675303,5334560,5334560,97.1474359,54912,1529871257,1529868228,3538196,3538196,64.43393065
54976,1516769560,1516766520,3522916,3522916,64.08098079,54976,2300010575,2300016071,5340768,5340768,97.14726426,54976,1533413549,1533410520,3542292,3542292,64.43342549
55040,1520296572,1520293532,3527012,3527012,64.08088663,55040,2305357551,2305363047,5346976,5346976,97.14709302,55040,1536959937,1536956908,3546388,3546388,64.43292151
55104,1523827680,1523824640,3531108,3531108,64.08079268,55104,2310710735,2310716231,5353184,5353184,97.14692218,55104,1540510421,1540507392,3550484,3550484,64.4324187
55168,1527362884,1527359844,3535204,3535204,64.08069896,55168,2316070127,2316075623,5359392,5359392,97.14675174,55168,1544065001,1544061972,3554580,3554580,64.43191705
55232,1530902184,1530899144,3539300,3539300,64.08060545,55232,2321435727,2321441223,5365600,5365600,97.14658169,55232,1547623677,1547620648,3558676,3558676,64.43141657
55296,1534445580,1534442540,3543396,3543396,64.08051215,55296,2326807535,2326813031,5371808,5371808,97.14641204,55296,1551186449,1551183420,3562772,3562772,64.43091725
55360,1537993072,1537990032,3547492,3547492,64.08041908,55360,2332185551,2332191047,5378016,5378016,97.14624277,55360,1554753317,1554750288,3566868,3566868,64.43041908
55424,1541544660,1541541620,3551588,3551588,64.08032621,55424,2337569775,2337575271,5384224,5384224,97.1460739,55424,1558324281,1558321252,3570964,3570964,64.42992206
55488,1545100344,1545097304,3555684,3555684,64.08023356,55488,2342960207,2342965703,5390432,5390432,97.14590542,55488,1561899341,1561896312,3575060,3575060,64.42942618
55552,1548660124,1548657084,3559780,3559780,64.08014113,55552,2348356847,2348362343,5396640,5396640,97.14573733,55552,1565478497,1565475468,3579156,3579156,64.42893145
55616,1552224000,1552220960,3563876,3563876,64.08004891,55616,2353759695,2353765191,5402848,5402848,97.14556962,55616,1569061749,1569058720,3583252,3583252,64.42843786
55680,1555791972,1555788932,3567972,3567972,64.0799569,55680,2359168751,2359174247,5409056,5409056,97.1454023,55680,1572649097,1572646068,3587348,3587348,64.4279454
55744,1559364040,1559362366,3572068,3573434,64.0798651,55744,2364584015,2364589511,5415264,5415264,97.14523536,55744,1576240541,1576237512,3591444,3591444,64.42745408
55808,1562940204,1562938530,3576164,3576164,64.07977351,55808,2370005487,2370010983,5421472,5421472,97.14506881,55808,1579836081,1579833052,3595540,3595540,64.42696388
55872,1566520464,1566518790,3580260,3580260,64.07968213,55872,2375433167,2375438663,5427680,5427680,97.14490263,55872,1583437091,1583432688,3601010,3599636,64.45106672
55936,1570104820,1570103146,3584356,3584356,64.07959096,55936,2380867055,2380872551,5433888,5433888,97.14473684,55936,1587040823,1587036420,3603732,3603732,64.42598684
56000,1573693272,1573691598,3588452,3588452,64.0795,56000,2386307151,2386312647,5440096,5440096,97.14457143,56000,1590648651,1590644248,3607828,3607828,64.4255
56064,1577285820,1577284146,3592548,3592548,64.07940925,56064,2391753455,2391758951,5446304,5446304,97.14440639,56064,1594260575,1594256172,3611924,3611924,64.42501427
56128,1580882464,1580880790,3596644,3596644,64.0793187,56128,2397205967,2397211463,5452512,5452512,97.14424173,56128,1597876595,1597872192,3616020,3616020,64.42452965
56192,1584483204,1584481530,3600740,3600740,64.07922836,56192,2402664687,2402670183,5458720,5458720,97.14407745,56192,1601496711,1601492308,3620116,3620116,64.42404613
56256,1588088040,1588086366,3604836,3604836,64.07913823,56256,2408129615,2408135111,5464928,5464928,97.14391354,56256,1605120923,1605116520,3624212,3624212,64.42356371
56320,1591696972,1591695298,3608932,3608932,64.0790483,56320,2413600751,2413606247,5471136,5471136,97.14375,56320,1608749231,1608744828,3628308,3628308,64.42308239
56384,1595310000,1595308326,3613028,3613028,64.07895857,56384,2419078095,2419085246,5477344,5478999,97.14358683,56384,1612381635,1612377232,3632404,3632404,64.42260216
56448,1598927124,1598925450,3617124,3617124,64.07886905,56448,2424561647,2424568798,5483552,5483552,97.14342404,56448,1616018135,1616013732,3636500,3636500,64.42212302
56512,1602548344,1602546670,3621220,3621220,64.07877973,56512,2430051407,2430058558,5489760,5489760,97.14326161,56512,1619658731,1619654328,3640596,3640596,64.42164496
56576,1606173660,1606171986,3625316,3625316,64.07869061,56576,2435547375,2435554526,5495968,5495968,97.14309955,56576,1623303423,1623299020,3644692,3644692,64.42116799
56640,1609803072,1609801398,3629412,3629412,64.07860169,56640,2441049551,2441056702,5502176,5502176,97.14293785,56640,1626952211,1626947808,3648788,3648788,64.42069209
56704,1613436580,1613434906,3633508,3633508,64.07851298,56704,2446557935,2446565086,5508384,5508384,97.14277652,56704,1630605095,1630600692,3652884,3652884,64.42021727
56768,1617074184,1617072510,3637604,3637604,64.07842446,56768,2452072527,2452079678,5514592,5514592,97.14261556,56768,1634262075,1634257672,3656980,3656980,64.41974352
56832,1620715884,1620714210,3641700,3641700,64.07833615,56832,2457593327,2457600478,5520800,5520800,97.14245495,56832,1637923151,1637918748,3661076,3661076,64.41927083
56896,1624361680,1624360006,3645796,3645796,64.07824803,56896,2463120335,2463127486,5527008,5527008,97.14229471,56896,1641588323,1641583920,3665172,3665172,64.41879921
56960,1628011572,1628009898,3649892,3649892,64.07816011,56960,2468653551,2468660702,5533216,5533216,97.14213483,56960,1645257591,1645253188,3669268,3669268,64.41832865
57024,1631665560,1631663886,3653988,3653988,64.07807239,57024,2474192975,2474200126,5539424,5539424,97.14197531,57024,1648930955,1648926552,3673364,3673364,64.41785915
57088,1635323644,1635321970,3658084,3658084,64.07798487,57088,2479738607,2479745758,5545632,5545632,97.14181614,57088,1652608415,1652604012,3677460,3677460,64.4173907
57152,1638985824,1638984150,3662180,3662180,64.07789754,57152,2485290447,2485297598,5551840,5551840,97.14165733,57152,1656289971,1656285568,3681556,3681556,64.41692329
57216,1642652100,1642650426,3666276,3666276,64.0778104,57216,2490848495,2490855646,5558048,5558048,97.14149888,57216,1659975623,1659971220,3685652,3685652,64.41645694
57280,1646322472,1646320798,3670372,3670372,64.07772346,57280,2496412751,2496419902,5564256,5564256,97.14134078,57280,1663665371,1663660968,3689748,3689748,64.41599162
57344,1649996940,1649995266,3674468,3674468,64.07763672,57344,2501983215,2501990366,5570464,5570464,97.14118304,57344,1667359215,1667354812,3693844,3693844,64.41552734
57408,1653675504,1653673830,3678564,3678564,64.07755017,57408,2507559887,2507567038,5576672,5576672,97.14102564,57408,1671057155,1671052752,3697940,3697940,64.4150641
57472,1657358164,1657356490,3682660,3682660,64.07746381,57472,2513142767,2513149918,5582880,5582880,97.1408686,57472,1674759191,1674754788,3702036,3702036,64.41460189
57536,1661044920,1661043246,3686756,3686756,64.07737764,57536,2518731855,2518739006,5589088,5589088,97.1407119,57536,1678465323,1678460920,3706132,3706132,64.41414071
57600,1664735772,1664734098,3690852,3690852,64.07729167,57600,2524327151,2524334302,5595296,5595296,97.14055556,57600,1682175551,1682171148,3710228,3710228,64.41368056
57664,1668430720,1668429046,3694948,3694948,64.07720588,57664,2529928655,2529935806,5601504,5601504,97.14039956,57664,1685889875,1685885472,3714324,3714324,64.41322142
57728,1672129764,1672128090,3699044,3699044,64.07712029,57728,2535536367,2535543518,5607712,5607712,97.1402439,57728,1689608295,1689603892,3718420,3718420,64.4127633
57792,1675832904,1675831230,3703140,3703140,64.07703488,57792,2541150287,2541157438,5613920,5613920,97.14008859,57792,1693330811,1693326408,3722516,3722516,64.4123062
57856,1679540140,1679538466,3707236,3707236,64.07694967,57856,2546770415,2546777566,5620128,5620128,97.13993363,57856,1697057423,1697053020,3726612,3726612,64.41185011
57920,1683251472,1683249798,3711332,3711332,64.07686464,57920,2552396751,2552403902,5626336,5626336,97.13977901,57920,1700788131,1700783728,3730708,3730708,64.41139503
57984,1686966900,1686965226,3715428,3715428,64.0767798,57984,2558029295,2558036446,5632544,5632544,97.13962472,57984,1704522935,1704518532,3734804,3734804,64.41094095
58048,1690686424,1690684750,3719524,3719524,64.07669515,58048,2563668047,2563675198,5638752,5638752,97.13947078,58048,1708261835,1708257432,3738900,3738900,64.41048787
58112,1694410044,1694408370,3723620,3723620,64.07661068,58112,2569313007,2569320158,5644960,5644960,97.13931718,58112,1712004831,1712000428,3742996,3742996,64.41003579
58176,1698137760,1698136086,3727716,3727716,64.0765264,58176,2574964175,2574971326,5651168,5651168,97.13916392,58176,1715751923,1715747520,3747092,3747092,64.40958471
58240,1701869572,1701867898,3731812,3731812,64.07644231,58240,2580622925,2580628702,5658750,5657376,97.16260302,58240,1719503111,1719498708,3751188,3751188,64.40913462
58304,1705605480,1705603806,3735908,3735908,64.0763584,58304,2586286509,2586292286,5663584,5663584,97.1388584,58304,1723258395,1723253992,3755284,3755284,64.40868551
